,date,close,high,low,open,volume,sma_20,sma_50,sma_200,ema_12,ema_26,macd,macd_signal,macd_hist,bb_middle,bb_upper,bb_lower,rsi_14,volume_sma_20,daily_return,volatility_20,atr
23,2010-01-05,1136.52001953125,1136.6300048828125,1129.6600341796875,1132.6600341796875,2491020000,1113.6909973144532,,,1122.4479486418948,1116.2317751001294,6.216173541765329,3.8786369624599573,2.3375365793053717,1113.6909973144532,1139.6905876304363,1087.69140699847,62.913411636933525,3860796500.0,0.31156756258232665,0.6940548559879116,9.094290597098214
24,2010-01-06,1137.1400146484375,1139.18994140625,1133.949951171875,1135.7099609375,4972660000,1115.385498046875,,,1124.7082664890552,1117.7805335851892,6.9277329038659445,4.488456150741155,2.4392767531247896,1115.385498046875,1142.8936371035275,1087.8773589902225,67.98411486360547,3904261500.0,0.05455206301101523,0.688495873520503,8.842860630580358
25,2010-01-07,1141.68994140625,1142.4599609375,1131.3199462890625,1136.27001953125,5270680000,1117.872998046875,,,1127.3208318609313,1119.5516008311938,7.769231029737512,5.144611126540426,2.624619903197085,1117.872998046875,1145.4517489535474,1090.2942471402025,69.23425811306801,3930394000.0,0.400120187417663,0.6314604987049786,9.047154017857142
26,2010-01-08,1144.97998046875,1145.3900146484375,1136.219970703125,1140.52001953125,4389590000,1120.3244995117188,,,1130.0376239544419,1121.4351845080498,8.602439446392054,5.836176790510752,2.7662626558813024,1120.3244995117188,1148.4099404134504,1092.2390586099873,82.73080097067546,3944103000.0,0.28817272914287706,0.6307696793282608,8.752153669084821
27,2010-01-11,1146.97998046875,1149.739990234375,1142.02001953125,1145.9599609375,4255780000,1122.5559997558594,,,1132.6441403412584,1123.3273916162498,9.316748725008665,6.532291177410335,2.78445754759833,1122.5559997558594,1151.7002914004636,1093.4117081112552,81.65255164223882,3957067500.0,0.17467554316374923,0.6249852167451463,8.599295479910714
28,2010-01-12,1136.219970703125,1143.81005859375,1131.77001953125,1143.81005859375,4716160000,1124.0464965820313,,,1133.194268089238,1124.2823974745368,8.911870614701229,7.008207064868515,1.9036635498327144,1124.0464965820313,1152.7598953445256,1095.333097819537,65.95182551505101,4003321000.0,-0.9381166148364262,0.672953127238222,8.599286760602679
29,2010-01-13,1145.6800537109375,1148.4000244140625,1133.1800537109375,1137.31005859375,4170360000,1125.625,,,1135.115158184884,1125.8674090476036,9.24774913728038,7.456115479350888,1.7916336579294914,1125.625,1155.48652110608,1095.76347889392,68.44485615534019,3984414500.0,0.8325925658531075,0.6796072264654597,9.242143903459821
30,2010-01-14,1148.4599609375,1150.4100341796875,1143.800048828125,1145.6800537109375,3915200000,1127.6514953613282,,,1137.1682047622096,1127.540931409818,9.627273352391512,7.8903470539590135,1.7369262984324987,1127.6514953613282,1157.954579279451,1097.3484114432054,68.53297053862352,3927919500.0,0.24264254383745687,0.6596811068232075,9.315717424665179
31,2010-01-15,1136.030029296875,1147.77001953125,1131.3900146484375,1147.719970703125,4758730000,1128.993994140625,,,1136.9931008444657,1128.169753475526,8.823347368939721,8.076947116955155,0.746400251984566,1128.993994140625,1158.2110578852528,1099.7769303959974,55.84242174407872,3924365000.0,-1.0823130159869354,0.717832172605958,10.114283970424108
32,2010-01-19,1150.22998046875,1150.449951171875,1135.77001953125,1136.030029296875,4724830000,1131.7014953613282,,,1139.0295438635865,1129.803844363913,9.22569949967351,8.306697593498827,0.9190019061746835,1131.7014953613282,1157.9625203977516,1105.4404703249047,61.861947085305914,3779853000.0,1.2499626599363545,0.6908676655267914,10.672136579241071
33,2010-01-20,1138.0400390625,1147.949951171875,1129.25,1147.949951171875,4810560000,1133.479998779297,,,1138.877312355727,1130.4139328601045,8.463379495622576,8.338033973923578,0.12534552169899804,1133.479998779297,1155.9497699822234,1111.0102275763704,55.625279831486345,3704086500.0,-1.0597829662970737,0.7440134353138762,11.863560267857142
34,2010-01-21,1116.47998046875,1141.5799560546875,1114.8399658203125,1138.6800537109375,6874290000,1133.601495361328,,,1135.4315689884997,1129.3817882385226,6.049780749977117,7.880383329134286,-1.8306025791571692,1133.601495361328,1155.6512614378832,1111.5517292847728,46.07360288849049,3848934000.0,-1.8944903389788381,0.8435856947276175,13.45355224609375
35,2010-01-22,1091.760009765625,1115.489990234375,1090.1800537109375,1115.489990234375,6208650000,1132.2884948730468,,,1128.712867569596,1126.5949898331228,2.117877736473247,6.727882210602079,-4.610004474128832,1132.2884948730468,1160.508909269325,1104.0680804767687,41.66309850311542,3977310000.0,-2.2140988764300484,0.9743934101099536,14.415693010602679
36,2010-01-25,1096.780029296875,1102.969970703125,1092.4000244140625,1092.4000244140625,4481390000,1131.097998046875,,,1123.8001232199467,1124.3864742378453,-0.5863510178985507,5.265035564901954,-5.8513865828005045,1131.097998046875,1163.1456956832944,1099.0503004104557,35.75643148266947,4043036000.0,0.45980980127011684,0.9800077489737994,13.875688825334821
37,2010-01-26,1092.1700439453125,1103.68994140625,1089.8599853515625,1095.800048828125,4731910000,1129.382501220703,,,1118.9339571776952,1122.000071993954,-3.0661148162587324,3.5988054886698166,-6.664920304928549,1129.382501220703,1165.8407305999958,1092.9242718414102,32.7014439150925,4216246000.0,-0.42031995736809824,0.9708695797950033,14.365687779017858
38,2010-01-27,1097.5,1099.510009765625,1083.1099853515625,1091.93994140625,5319120000,1127.8684997558594,,,1115.6364253042036,1120.1852518462535,-4.548826542049937,1.969279082525866,-6.518105624575803,1127.8684997558594,1167.0221613688798,1088.714838142839,35.086501058587416,4346382000.0,0.48801522109449547,0.9797657345023072,15.162833077566964
39,2010-01-28,1084.530029296875,1100.219970703125,1078.4599609375,1096.9300537109375,5452400000,1125.7850036621094,,,1110.8508259184607,1117.5441242500033,-6.6932983315425645,0.23676359971217975,-6.930061931254745,1125.7850036621094,1169.4835249715532,1082.0864823526656,29.77639994057141,4494451000.0,-1.1817740959567224,1.0075455675103224,15.921404157366071
40,2010-01-29,1073.8699951171875,1096.449951171875,1071.5899658203125,1087.6099853515625,5412850000,1123.1575012207031,,,1105.1614673336494,1114.3090035734983,-9.147536239848932,-1.6400963682000427,-7.50743987164889,1123.1575012207031,1172.6328605028596,1073.6821419385467,26.08780961966788,4651228500.0,-0.9829173828039273,1.0217483144798216,17.0421142578125
41,2010-02-01,1089.18994140625,1089.3800048828125,1073.8900146484375,1073.8900146484375,4077610000,1121.8619995117188,,,1102.7043094986648,1112.4483323018503,-9.744022803185544,-3.260881655197143,-6.483141147988401,1121.8619995117188,1173.533854811957,1070.1901442114804,32.164643335061314,4751259500.0,1.4266108894671836,1.0687222608213223,17.598545619419642
42,2010-02-02,1103.3199462890625,1104.72998046875,1087.9599609375,1090.050048828125,4749540000,1120.3784973144532,,,1102.7990228510337,1111.7721555601622,-8.97313270912855,-4.403331865983424,-4.569800843145125,1120.3784973144532,1172.4075741609204,1068.349420467986,40.053189015870345,4789166500.0,1.297294837718499,1.044704040530898,17.709978376116073
43,2010-02-03,1097.280029296875,1102.719970703125,1093.969970703125,1100.6700439453125,4285450000,1118.4164978027343,,,1101.9499469196246,1110.6986647258445,-8.74871780621993,-5.272409054030725,-3.4763087521892038,1118.4164978027343,1170.8406176466788,1065.9923779587898,35.05799409544814,4878888000.0,-0.547431142933863,1.043364529405284,17.290693010602677
44,2010-02-04,1063.1099853515625,1097.25,1062.780029296875,1097.25,5859690000,1114.7149963378906,,,1095.974568216846,1107.1735773647865,-11.199009147940615,-6.457729072812704,-4.741280075127911,1114.7149963378906,1171.818019755429,1057.6119729203522,27.928602499745878,4923239500.0,-3.1140677888039425,1.2310998938265756,19.2828369140625
45,2010-02-05,1066.18994140625,1067.1300048828125,1044.5,1064.1199951171875,6438900000,1110.9399963378905,,,1091.3923179382928,1104.137752478969,-12.745434540676342,-7.715270166385432,-5.03016437429091,1110.9399963378905,1170.4655032827316,1051.4144893930495,31.021690065719028,4981650500.0,0.2897118921960873,1.2279028184856962,19.679983956473215
46,2010-02-08,1056.739990234375,1071.199951171875,1056.510009765625,1065.510009765625,4089820000,1106.5279968261718,,,1086.0611905992284,1100.6268071275176,-14.565616528289183,-9.085339438766184,-5.480277089523,1106.5279968261718,1168.4621107811693,1044.5938828711744,23.921863997482987,4966662000.0,-0.886329049344714,1.2246475987854766,19.680698939732142
47,2010-02-09,1070.52001953125,1079.280029296875,1060.06005859375,1060.06005859375,5114260000,1102.7049987792968,,,1083.6702412041548,1098.3966747129793,-14.726433508824584,-10.213558252777865,-4.512875256046719,1102.7049987792968,1163.5553223195507,1041.854675239043,31.33154228318392,5009586000.0,1.3040132316577413,1.2771130688711207,19.792131696428573
48,2010-02-10,1068.1300048828125,1073.6700439453125,1059.3399658203125,1069.6800537109375,4251450000,1099.3005004882812,,,1081.279435616256,1096.154699170004,-14.875263553748027,-11.145899312971899,-3.7293642407761283,1099.3005004882812,1159.8740462055953,1038.726954770967,35.04668910200023,4986350500.0,-0.22325735201887964,1.2693707263897642,18.905709402901785
49,2010-02-11,1078.469970703125,1080.0400390625,1060.5899658203125,1067.0999755859375,4400870000,1095.9399963378905,1109.3861962890626,,1080.847210245005,1094.8447192835686,-13.997509038563521,-11.716221258090224,-2.2812877804732974,1095.9399963378905,1153.0372759205136,1038.8427167552675,45.48847254843784,4997876000.0,0.9680437561949251,1.2760797066242864,18.416434151785715
50,2010-02-12,1075.510009765625,1077.81005859375,1062.969970703125,1075.949951171875,4160680000,1092.292498779297,1108.7191967773438,,1080.0261024789465,1093.4125185785358,-13.386416099589269,-12.050260226390034,-1.3361558731992353,1092.292498779297,1144.3621378686364,1040.2228596899574,42.67711280450391,5010150000.0,-0.2744592819371894,1.2698570335133623,18.722865513392858
51,2010-02-16,1094.8699951171875,1095.6700439453125,1079.1300048828125,1079.1300048828125,4080770000,1090.2344970703125,1108.431796875,,1082.3097782694451,1093.5204798036211,-11.210701534175996,-11.882348487947226,0.67164695377123,1090.2344970703125,1138.1101896977805,1042.3588044428445,50.843841612020576,4976252000.0,1.8000748645548459,1.340379933135825,19.175013950892858
52,2010-02-17,1099.510009765625,1101.030029296875,1094.719970703125,1096.1400146484375,4259230000,1087.6984985351562,1108.4235961914062,,1084.955967730396,1093.9641486896955,-9.00818095929958,-11.307514982217697,2.299334022918117,1087.6984985351562,1126.7540340894393,1048.642962980873,50.630928606132876,4952972000.0,0.42379594555796984,1.306429199411376,18.454302106584823
53,2010-02-18,1106.75,1108.239990234375,1097.47998046875,1099.030029296875,3878620000,1086.1339965820312,1108.4389965820312,,1088.3088957718735,1094.911248786755,-6.602353014881601,-10.366482588750479,3.7641295738688783,1086.1339965820312,1118.6595371567646,1053.6084560072977,57.234956222842975,4906375000.0,0.6584742448973557,1.3045912267703799,17.668587820870535
54,2010-02-19,1109.1700439453125,1112.4200439453125,1100.800048828125,1105.489990234375,3944280000,1085.7684997558595,1108.5573974609374,,1091.5183031831718,1095.967455835537,-4.449152652365228,-9.18301660147343,4.733863949108201,1085.7684997558595,1116.9966423685903,1054.5403571431286,62.145641180720055,4759874500.0,0.21866220422972482,1.2381437585848138,16.722874232700892
55,2010-02-22,1108.010009765625,1112.2900390625,1105.3800048828125,1110.0,3814440000,1086.5809997558595,1108.878798828125,,1094.0554888112415,1096.8594968673954,-2.8040080561538616,-7.907214892409517,5.103206836255655,1086.5809997558595,1119.2766253533784,1053.8853741583405,57.17447429504254,4640164000.0,-0.10458578339902491,1.1267283295882888,16.108590262276785
56,2010-02-23,1094.5999755859375,1108.5799560546875,1092.1800537109375,1107.489990234375,4521050000,1086.4719970703125,1108.8517993164062,,1094.1392560073486,1096.6921249206207,-2.55286891327205,-6.836345696582024,4.283476783309974,1086.4719970703125,1119.0387376788024,1053.9052564618225,46.65747676320745,4642147000.0,-1.210280959693144,1.1585340354778955,16.0821533203125
57,2010-02-24,1105.239990234375,1106.4200439453125,1095.5,1095.8900146484375,4168360000,1087.1254943847657,1108.909599609375,,1095.847061273045,1097.325300129047,-1.478238856002008,-5.764724328466021,4.286485472464013,1087.1254943847657,1120.6831226657262,1053.5678661038053,52.94725956566701,4613969500.0,0.972045942422195,1.173903498000745,16.258588518415177
58,2010-02-25,1102.93994140625,1103.5,1086.02001953125,1101.239990234375,4521130000,1087.3974914550781,1108.8401977539063,,1096.9382736012303,1097.741199482914,-0.8029258816836773,-4.772364639109552,3.969438757425875,1087.3974914550781,1121.3944888301232,1053.400494080033,69.30306246443018,4574070000.0,-0.2081040179913507,1.1710512657401122,15.167157854352679
59,2010-02-26,1104.489990234375,1107.239990234375,1097.56005859375,1103.0999755859375,3945190000,1088.395489501953,1108.6477978515625,,1098.1000761601756,1098.2411099089481,-0.14103374877254282,-3.8460984610421507,3.705064712269608,1088.395489501953,1123.2003329889242,1053.590646014982,68.84100615394962,4498709500.0,0.14053791778985136,1.1357557726021272,14.242152622767858
60,2010-03-01,1115.7099609375,1116.1099853515625,1105.3599853515625,1105.3599853515625,3847640000,1090.4874877929688,1108.8033959960937,,1100.809289202841,1099.535098874026,1.2741903288149388,-2.822040703070733,4.096231031885672,1090.4874877929688,1126.6205826796115,1054.354392906326,78.5126591243909,4420449000.0,1.015850827289455,1.1235664144877304,14.022870744977679
61,2010-03-02,1118.31005859375,1123.4599609375,1116.510009765625,1117.010009765625,4134680000,1091.9434936523437,1108.98599609375,,1103.501715262981,1100.9258366310426,2.5758786319383944,-1.7424568360689077,4.318335468007302,1091.9434936523437,1130.1441146227774,1053.74287268191,75.90801402951493,4423302500.0,0.23304422719907514,1.0859035127261167,12.966439383370536
62,2010-03-03,1118.7900390625,1125.6400146484375,1116.5799560546875,1119.3599853515625,3951320000,1092.7169982910157,1109.4401977539062,,1105.8537650782916,1102.2491108852246,3.604654193067063,-0.6730346302417136,4.277688823308776,1092.7169982910157,1132.4819987426033,1052.951997839428,78.04468964175034,4383391500.0,0.04292016020615019,1.051066412617909,12.590009416852679
63,2010-03-04,1122.969970703125,1123.72998046875,1116.6600341796875,1119.1199951171875,3945010000,1094.0014953613281,1109.8501977539063,,1108.4870274821121,1103.7839893902542,4.703038091857934,0.40217991417821586,4.300858177679718,1094.0014953613281,1135.984912946645,1052.0180777760113,76.43768855883036,4366369500.0,0.37361180334851696,1.0425052664656915,11.705714634486608
64,2010-03-05,1138.699951171875,1139.3800048828125,1125.1199951171875,1125.1199951171875,4133000000,1097.7809936523438,1110.3431958007814,,1113.1351695882295,1106.3703569296335,6.764812658595929,1.6747064630617585,5.090106195534171,1097.7809936523438,1141.6236773418307,1053.938309962857,82.59559827316096,4280035000.0,1.4007480947064943,0.754026909808952,11.770717075892858
65,2010-03-08,1138.5,1141.050048828125,1136.77001953125,1138.4000244140625,3774680000,1101.3964965820312,1110.7527954101563,,1117.0374511900404,1108.7503304904014,8.28712069963899,2.997189310377205,5.289931389261785,1101.3964965820312,1146.1859807906249,1056.6070123734376,78.05061427452507,4146824000.0,-0.017559601339156572,0.758367623496589,10.636431012834821
66,2010-03-09,1140.449951171875,1145.3699951171875,1134.9000244140625,1137.56005859375,5185570000,1105.5819946289062,1111.1499951171875,,1120.6393742641687,1111.098450540881,9.540923723287733,4.305936192959311,5.234987530328422,1105.5819946289062,1148.4024665716731,1062.7615226861392,77.26418407429567,4201611500.0,0.17127370855292146,0.703907792479683,10.933567592075892
67,2010-03-10,1145.6099853515625,1148.260009765625,1140.0899658203125,1140.219970703125,5469120000,1109.336492919922,1111.5325952148437,,1124.4810067391525,1113.6548605268574,10.826146212295043,5.609978196826458,5.216168015468585,1109.336492919922,1152.380017227438,1066.292968612406,76.61638381517582,4219354500.0,0.45245599549417204,0.6702966670778515,10.748570033482142
68,2010-03-11,1150.239990234375,1150.239990234375,1138.989990234375,1143.9599609375,4669060000,1113.4419921875,1111.9817944335937,,1128.443927276879,1116.3648701348218,12.079057142057309,6.903793985872629,5.17526315618468,1113.4419921875,1155.5909951209155,1071.2929892540847,77.3034842181974,4240235000.0,0.40415193146134953,0.6570164023674138,10.722141810825892
69,2010-03-12,1149.989990234375,1153.4100341796875,1146.969970703125,1151.7099609375,4928160000,1117.0179931640625,1112.4575952148436,,1131.7587061934169,1118.8556197718258,12.90308642159107,8.103652473016318,4.799433948574752,1117.0179931640625,1158.8082359038226,1075.2277504243025,78.2503047648464,4266599500.0,-0.021734594703937127,0.6470404386738752,10.688572474888392
70,2010-03-15,1150.510009765625,1150.97998046875,1141.449951171875,1148.530029296875,4164110000,1120.7679931640625,1112.93939453125,,1134.6435221276026,1121.200389400996,13.443132726606564,9.171548523734367,4.271584202872196,1120.7679931640625,1160.2730050630546,1081.2629812650705,95.52190446278955,4266771000.0,0.0452194832708086,0.6353329316752298,10.197867257254464
71,2010-03-16,1159.4599609375,1160.280029296875,1150.3499755859375,1150.8299560546875,4369770000,1123.997491455078,1113.8265942382814,,1138.4614357906637,1124.0344317370334,14.427004053630299,10.222639629713553,4.204364423916745,1123.997491455078,1165.1156452573866,1082.8793376527694,95.39517523598501,4281221000.0,0.7779116301385613,0.5465709979603736,10.0628662109375
72,2010-03-17,1166.2099609375,1169.8399658203125,1159.93994140625,1159.93994140625,4963200000,1127.3324890136719,1114.4909936523438,,1142.7304396594077,1127.158545011142,15.571894648265697,11.292490633423983,4.279404014841715,1127.3324890136719,1170.8384447185383,1083.8265333088054,99.29881296606301,4316419500.0,0.5821675803744153,0.549773329169038,9.431440080915179
73,2010-03-18,1165.8299560546875,1167.77001953125,1161.1600341796875,1166.1300048828125,4234510000,1130.2864868164063,1115.0771923828124,,1146.2842114125276,1130.0230939773305,16.261117435197093,12.286215993778605,3.9749014414184884,1130.2864868164063,1175.8809068760343,1084.6920667567783,98.68260688439143,4334214000.0,-0.03258460273372066,0.5475272820986685,9.212158203125
74,2010-03-19,1159.9000244140625,1169.199951171875,1155.3299560546875,1166.6800537109375,5212410000,1132.8229858398438,1115.532392578125,,1148.3789518743022,1132.236199935607,16.142751938695255,13.057523182761935,3.0852287559333202,1132.8229858398438,1179.1102441100647,1086.5357275696228,88.2864207767594,4397620500.0,-0.5086446449439896,0.574052704620906,9.372872488839286
75,2010-03-22,1165.81005859375,1167.8199462890625,1152.8800048828125,1157.25,4261680000,1135.71298828125,1116.014794921875,,1151.060660600371,1134.7231524288027,16.337508171568288,13.713520180523206,2.623987991045082,1135.71298828125,1182.689678416526,1088.7362981459742,88.92180829569051,4419982500.0,0.5095296193887933,0.5718919868950457,9.886439732142858
76,2010-03-23,1174.1700439453125,1174.719970703125,1163.8299560546875,1166.469970703125,4411640000,1139.6914916992187,1116.5985961914062,,1154.6159503457466,1137.6451443929886,16.970805952757928,14.36497733497015,2.605828617787777,1139.6914916992187,1185.4699979286488,1093.9129854697885,90.18881095340939,4414512000.0,0.7170966908320198,0.4639955772746179,10.01715087890625
77,2010-03-24,1167.719970703125,1173.0400390625,1166.010009765625,1172.699951171875,4705750000,1142.8154907226562,1117.0133959960938,,1156.631953477651,1139.8729093048505,16.759044172800486,14.84379070253622,1.9152534702642665,1142.8154907226562,1187.2012222824408,1098.4297591628717,81.43884299788688,4441381500.0,-0.5493304207041971,0.48145985460355495,10.095014299665179
78,2010-03-25,1165.72998046875,1180.68994140625,1165.0899658203125,1170.030029296875,5668900000,1145.9549926757813,1117.6035961914063,,1158.03164993782,1141.7882479095838,16.243402028236233,15.123712967676223,1.1196890605600096,1145.9549926757813,1187.239187423197,1104.6707979283656,73.533050209792,4498770000.0,-0.1704167338318907,0.4795335538828435,10.037152971540179
79,2010-03-26,1166.5899658203125,1173.9300537109375,1161.47998046875,1167.5799560546875,4708420000,1149.059991455078,1118.0217944335936,,1159.348313919742,1143.6254121992674,15.72290172047451,15.24355071823588,0.47935100223863003,1149.059991455078,1186.3623487576124,1111.7576341525437,74.17798446224097,4536931500.0,0.0737722599547963,0.4807739452467697,10.6207275390625
80,2010-03-29,1173.219970703125,1174.8499755859375,1167.7099609375,1167.7099609375,4375580000,1151.9354919433595,1118.5169946289063,,1161.4824149633394,1145.8176017180717,15.664813245267624,15.32780322364223,0.3370100216253942,1151.9354919433595,1187.22548705791,1116.645496828809,76.10324146460994,4563328500.0,0.5683234964352302,0.454154489896511,10.462873186383929
81,2010-03-30,1173.27001953125,1177.8299560546875,1168.9200439453125,1173.75,4085000000,1154.6834899902344,1119.2617944335936,,1163.2958925891717,1147.8511141486774,15.444778440494247,15.351198267012634,0.0935801734816124,1154.6834899902344,1187.4153681303937,1121.951611850075,73.98544726273471,4560844500.0,0.004265937281555665,0.45754143393659696,10.515720912388392
82,2010-03-31,1169.4300537109375,1174.56005859375,1165.77001953125,1171.75,4484340000,1157.2154907226563,1119.6457958984374,,1164.2396096848279,1149.4495541162523,14.790055568575553,15.23896972732522,-0.4489141587496661,1157.2154907226563,1185.8325119334602,1128.5984695118525,66.87187016371203,4587495500.0,-0.327287474868454,0.47320403424242075,10.340009416852679
83,2010-04-01,1178.0999755859375,1181.4300537109375,1170.68994140625,1171.22998046875,4006870000,1159.971990966797,1120.4469946289062,,1166.371973669614,1151.5718075584512,14.800166111162753,15.151209004092728,-0.3510428929299749,1159.971990966797,1185.1089892125392,1134.8349927210547,71.52704938721709,4590588500.0,0.7413801148249854,0.4863423631310791,10.737147739955358
84,2010-04-05,1187.43994140625,1187.72998046875,1178.7099609375,1178.7099609375,3881620000,1162.4089904785155,1121.8661938476562,,1169.6131994752502,1154.2287063619917,15.384493113258486,15.19786582592588,0.18662728733260536,1162.4089904785155,1188.3018284467578,1136.5161525102733,74.91566574645697,4578019500.0,0.7927990844467381,0.4251984286619558,10.744288853236608
85,2010-04-06,1189.43994140625,1191.800048828125,1182.77001953125,1186.010009765625,4086180000,1164.955987548828,1123.8197924804688,,1172.6634674646348,1156.8369459948997,15.826521469735098,15.323596954687725,0.5029245150473738,1164.955987548828,1190.967621086103,1138.944354011553,72.31984790266353,4593594500.0,0.16842957106795176,0.42196642612061,10.680001395089286
